timestamp,user_id,auth_method,status
2023-05-05 20:40:29.387021,86,face_recognition,failure
2023-12-15 00:03:24.630509,82,fingerprint,success
2023-05-19 06:08:57.526123,73,fingerprint,failure
2023-10-26 02:26:24.155371,1,face_recognition,failure
2023-10-29 18:26:58.161218,79,face_recognition,success
2023-07-03 05:28:21.022599,48,fingerprint,success
2023-03-17 12:38:04.982274,26,face_recognition,success
2023-12-25 14:06:40.633373,65,password,failure
2023-03-22 00:48:30.772985,88,face_recognition,failure
2023-03-09 11:43:17.258534,29,password,failure
2023-09-25 19:39:28.513367,69,fingerprint,success
2023-05-09 22:03:33.274999,99,password,failure
2023-04-29 08:07:40.619163,24,fingerprint,success
2023-11-23 10:37:10.434031,40,fingerprint,success
2023-11-29 13:06:57.127683,92,fingerprint,failure
2023-12-22 13:29:46.983758,33,face_recognition,failure
2023-01-25 04:18:05.022261,80,fingerprint,success
2023-11-22 16:01:26.761097,40,fingerprint,failure
2023-06-05 12:18:59.748799,64,face_recognition,success
2023-11-16 10:02:43.114384,5,face_recognition,success
2023-03-16 17:33:26.448110,61,fingerprint,failure
2023-12-28 15:37:04.933717,58,face_recognition,failure
2023-07-17 00:37:14.994680,75,password,success
2023-10-25 16:04:53.219169,7,password,success
2023-10-22 22:46:49.014011,97,fingerprint,success
2023-01-19 16:01:45.330320,58,face_recognition,success
2023-08-14 19:41:38.265594,69,fingerprint,failure
2023-09-22 12:05:47.301557,8,fingerprint,success
2023-02-06 05:13:04.165891,89,password,failure
2023-09-07 03:23:29.499533,69,face_recognition,success
2023-09-15 22:23:02.659925,55,password,failure
2023-02-10 22:01:38.847808,57,face_recognition,failure
2023-11-24 10:02:14.485027,26,fingerprint,success
2023-11-22 11:15:33.587520,11,password,failure
2023-06-11 20:43:39.625001,23,fingerprint,success
2023-01-14 20:45:30.190926,8,password,failure
2023-11-08 06:11:59.074647,34,face_recognition,failure
2023-01-01 13:34:16.755588,68,face_recognition,failure
2023-11-13 18:46:03.667726,29,fingerprint,failure
2023-07-09 20:42:45.090531,62,fingerprint,success
2023-10-06 00:02:48.061775,39,face_recognition,success
2023-05-28 22:05:23.124817,71,password,success
2023-06-12 21:38:34.429849,96,password,success
2023-08-22 13:47:14.136996,17,password,failure
2023-11-30 21:02:57.319696,32,password,success
2023-07-27 02:43:21.917368,15,fingerprint,success
2023-09-01 06:38:11.055076,97,password,success
2023-12-15 19:07:51.098113,39,password,failure
2023-09-30 17:37:34.570744,87,face_recognition,success
2023-07-22 16:17:39.105250,90,face_recognition,failure
2023-09-15 16:09:06.333418,4,fingerprint,success
2023-12-06 21:28:35.270533,18,face_recognition,success
2023-08-21 06:43:30.260674,16,fingerprint,success
2023-04-14 18:55:57.048243,12,fingerprint,success
2023-07-09 02:23:39.465549,5,fingerprint,success
2023-02-26 14:41:28.414815,58,password,failure
2023-01-24 03:18:55.732719,59,fingerprint,failure
2023-02-23 22:45:46.322153,70,fingerprint,success
2023-02-13 22:17:57.201595,76,fingerprint,success
2023-03-10 20:35:54.579379,1,face_recognition,failure
2023-03-16 09:34:17.989765,96,face_recognition,failure
2023-07-23 04:12:40.772500,38,face_recognition,success
2023-02-09 13:00:14.251935,20,face_recognition,failure
2023-07-06 19:50:57.149202,85,face_recognition,success
2023-08-17 14:10:23.363752,73,password,success
2023-01-15 18:23:07.474945,17,password,failure
2023-03-31 11:42:49.216551,83,fingerprint,failure
2023-05-20 00:22:57.981803,36,face_recognition,failure
2023-04-16 14:13:32.088470,95,password,failure
2023-11-09 02:36:59.161995,12,password,failure
2023-04-11 02:17:18.486454,69,fingerprint,success
2023-06-28 09:01:21.163238,60,face_recognition,success
2023-08-31 05:39:26.300665,11,password,failure
2023-01-20 21:12:56.628363,78,face_recognition,failure
2023-01-19 07:29:50.879141,68,password,failure
2023-09-20 16:31:10.205047,15,face_recognition,success
2023-07-17 10:01:51.511568,82,password,success
2023-10-22 10:56:34.432770,10,password,failure
2023-04-30 01:56:31.436888,65,fingerprint,failure
2023-02-19 15:05:23.991591,40,password,success
2023-07-25 04:27:10.293129,3,password,success
2023-03-31 00:20:15.483348,86,password,failure
2023-04-23 08:57:48.181475,43,face_recognition,success
2023-05-04 09:06:55.688347,37,password,success
2023-06-01 20:17:32.624607,25,fingerprint,success
2023-02-25 03:52:23.171128,67,face_recognition,failure
2023-04-17 12:34:57.943445,81,password,failure
2023-03-07 15:04:12.768406,34,password,success
2023-09-19 14:10:42.222850,14,password,success
2023-12-27 13:02:27.521769,92,password,success
2023-08-13 19:09:02.259509,65,fingerprint,failure
2023-03-09 21:23:47.612925,76,fingerprint,failure
2023-08-31 07:14:58.447542,41,face_recognition,failure
2023-05-23 17:47:14.318786,41,fingerprint,failure
2023-09-08 19:06:35.518182,42,fingerprint,failure
2023-07-28 20:08:27.797065,12,face_recognition,failure
2023-01-22 00:25:37.790552,29,password,failure
2023-03-26 23:05:11.140637,56,face_recognition,failure
2023-10-20 14:21:09.193334,23,fingerprint,failure
2023-01-30 11:55:44.376867,92,fingerprint,success
2023-03-27 23:08:57.204162,9,face_recognition,success
2023-03-29 03:28:36.725610,25,fingerprint,failure
2023-06-05 04:06:43.266433,98,password,failure
2023-12-17 20:08:48.866766,94,fingerprint,failure
2023-11-24 02:00:11.397514,32,face_recognition,success
2023-04-23 23:34:41.807830,1,fingerprint,failure
2023-05-09 06:20:23.680077,44,password,success
2023-05-07 20:06:45.254024,12,password,success
2023-07-30 07:44:32.583237,99,password,failure
2023-05-23 09:58:46.966846,66,password,failure
2023-06-04 16:09:11.332688,5,face_recognition,success
2023-05-31 17:55:30.969826,88,password,success
2023-03-26 14:55:43.537813,59,password,failure
2023-05-24 01:04:11.351066,40,password,failure
2023-12-14 20:57:41.121105,16,password,success
2023-01-11 19:24:16.903924,43,fingerprint,success
2023-06-20 15:57:29.842995,7,face_recognition,failure
2023-07-02 17:35:41.872142,63,face_recognition,success
2023-07-28 21:59:21.711308,23,password,failure
2023-07-16 08:06:50.525289,50,password,failure
2023-10-20 12:52:31.690257,13,password,failure
2023-12-10 15:45:51.286510,52,fingerprint,success
2023-12-27 12:35:59.888494,76,fingerprint,failure
2023-10-30 18:48:32.548872,17,face_recognition,failure
2023-04-01 06:50:22.898431,94,fingerprint,success
2023-07-03 08:12:20.654515,3,fingerprint,failure
2023-05-21 06:10:13.760602,16,face_recognition,success
2023-01-20 17:20:58.086596,48,face_recognition,success
2023-09-06 18:47:16.678116,18,fingerprint,success
2023-12-20 14:36:21.867366,95,face_recognition,success
2023-06-15 17:48:03.037429,28,face_recognition,failure
2023-02-07 16:27:17.172933,78,fingerprint,failure
2023-09-04 02:26:23.706504,19,fingerprint,failure
2023-01-01 22:34:17.247778,13,password,failure
2023-11-20 12:49:06.628506,89,fingerprint,failure
2023-02-16 13:49:41.492380,50,face_recognition,success
2023-09-11 13:51:54.574606,4,password,failure
2023-07-08 20:11:22.706118,4,password,success
2023-08-20 03:07:41.790439,59,fingerprint,failure
2023-03-09 00:55:48.530255,46,password,success
2023-08-18 09:24:04.052732,59,face_recognition,failure
2023-03-23 18:18:04.990737,87,password,success
2023-09-20 02:06:34.107795,42,password,success
2023-04-06 04:12:22.111546,74,face_recognition,failure
2023-06-06 11:00:11.820710,27,password,failure
2023-07-23 17:36:53.658958,32,password,failure
2023-07-04 01:30:21.288671,5,face_recognition,success
2023-01-29 12:15:38.173753,63,fingerprint,success
2023-04-10 10:38:27.172546,81,fingerprint,success
2023-03-25 19:39:36.407157,2,password,failure
2023-09-20 01:52:53.548826,79,password,success
2023-05-17 15:51:35.263100,61,fingerprint,success
2023-06-19 19:26:24.219725,45,face_recognition,failure
2023-03-30 19:28:05.390919,38,face_recognition,success
2023-03-28 21:51:58.380731,98,face_recognition,failure
2023-09-11 20:52:11.832665,78,password,success
2023-03-23 21:25:49.292214,79,password,success
2023-02-21 02:42:16.897750,93,password,failure
2023-02-11 02:48:09.431577,14,fingerprint,success
2023-05-01 02:16:12.850483,94,fingerprint,failure
2023-11-21 13:12:53.354835,30,fingerprint,success
2023-05-27 14:19:47.239919,43,password,success
2023-03-15 17:25:21.704101,22,fingerprint,success
2023-10-25 10:14:47.718073,91,password,failure
2023-09-02 16:57:30.791042,8,face_recognition,success
2023-01-07 15:12:51.674825,20,password,success
2023-04-25 19:30:57.274999,25,fingerprint,success
2023-01-27 23:17:50.452680,39,fingerprint,failure
2023-06-05 15:14:37.286664,59,fingerprint,failure
2023-05-24 09:22:32.533644,69,face_recognition,failure
2023-12-26 16:47:51.819816,40,password,failure
2023-03-26 03:45:07.740269,58,fingerprint,failure
2023-09-22 08:48:56.025522,63,fingerprint,success
